590499	461964	437250	421891	410941	402334	395438	389592	384718	380525	376789	373616	370828	368462	366293	364441	
589680	461206	436484	421177	409985	401345	394384	388618	383651	379504	375831	372614	369873	367498	365414	363612	
589524	462164	437194	421603	410344	401863	395002	389258	384344	380084	376445	373269	370459	368095	365963	364111	
590772	461830	436910	421387	410396	401853	394847	389057	384176	379994	376350	373200	370469	368050	365961	364165	
587513	461560	436788	421425	410447	401885	394910	389109	384214	379987	376316	373154	370384	367983	365851	363970	
588852	461424	436789	421460	410302	401746	394696	388985	384013	379798	376133	372983	370222	367815	365713	363870	
587823	461689	436816	421386	410357	401811	394819	389103	384213	379960	376251	373031	370297	367914	365800	363954	
587825	461916	436940	421489	410347	401721	394823	389039	384104	379933	376156	373030	370303	367883	365794	363951	
589534	461918	437082	421535	410402	401913	395038	389189	384265	380043	376421	373204	370461	368046	365918	364043	
590130	462075	437493	422136	410972	402307	395258	389451	384431	380218	376639	373410	370677	368296	366168	364307	
591279	461840	437112	421901	410961	402250	395300	389461	384581	380385	376682	373463	370714	368331	366242	364382	
590364	461912	437105	421628	410561	401891	394925	389204	384306	380124	376394	373269	370538	368153	366051	364182	
589351	461605	436967	421605	410386	401747	394751	388940	384079	379790	376184	373030	370328	367923	365816	363968	
588352	461978	437070	421729	410320	401722	394838	389088	384141	379903	376231	373088	370324	367858	365746	363922	
590066	462089	437285	421755	410301	401780	394761	389064	384137	379969	376282	373117	370377	367975	365868	364067	
591273	461740	437184	421797	410602	402081	394964	389069	384238	380067	376371	373224	370490	368052	365928	364091	
589209	461470	436679	421348	410346	401719	394772	389002	384108	379880	376176	373007	370227	367825	365712	363891	
591749	461980	437079	421837	410732	401995	395001	389213	384295	380050	376454	373314	370510	368105	366013	364175	
589395	461844	436838	421507	410336	401841	394809	389150	384221	379990	376431	373228	370464	368079	366006	364155	
588994	461942	437063	421427	410367	401824	394737	388907	384060	379880	376289	373116	370334	367895	365788	363942	
591179	461932	437059	421477	410476	401786	394922	389119	384163	379978	376330	373166	370410	368052	365927	364078	
589789	461639	436816	421573	410562	401880	394868	388967	384178	380016	376357	373151	370409	367987	365864	364027	
589109	462080	437127	421589	410557	401889	395060	389279	384313	380148	376432	373292	370594	368187	366067	364156	
589766	461841	437057	421669	410495	401954	395056	389276	384328	380094	376452	373242	370530	368133	366072	364209	
589262	461608	436627	421126	410069	401433	394442	388579	383686	379476	375854	372727	370018	367631	365556	363670	
588532	461051	436321	420934	410005	401464	394578	388777	383915	379753	376105	372923	370134	367760	365685	363870	
588229	461537	436808	421255	410128	401342	394436	388686	383957	379721	376051	372858	370072	367700	365552	363712	
588967	461324	436268	421211	410241	401736	394754	388942	384017	379773	376136	372961	370200	367794	365713	363878	
590415	461814	437039	421553	410484	401843	394914	389120	384179	379936	376301	373100	370345	367954	365879	364020	
587142	461235	436412	420902	409753	401080	394099	388389	383544	379376	375738	372584	369884	367484	365416	363519	
590300	462326	437302	421890	410770	402139	395129	389377	384498	380208	376541	373393	370610	368186	366079	364239	
592350	462090	437305	421948	410883	402357	395384	389603	384660	380481	376796	373569	370826	368451	366382	364526	
588420	461197	436519	421050	410149	401661	394661	388892	384031	379812	376152	372940	370247	367836	365755	363868	
589080	462289	437446	422025	410929	402343	395265	389496	384527	380377	376725	373521	370733	368336	366201	364319	
590780	462270	437075	421964	410904	402275	395352	389487	384562	380373	376654	373502	370734	368326	366223	364368	
590030	461439	436467	421189	409896	401259	394520	388729	383896	379613	375956	372842	370085	367687	365606	363736	
590642	461829	437167	421819	410650	402073	395197	389374	384487	380243	376560	373409	370634	368240	366125	364252	
589466	461959	437153	421881	410638	402110	395130	389416	384505	380259	376545	373340	370555	368152	366053	364161	
590084	461927	436719	421454	410293	401768	394707	389024	384127	379897	376229	373071	370328	367936	365849	363974	
589532	460954	436480	421273	410257	401579	394643	388931	384053	379772	376141	373010	370310	367873	365768	363877	
588392	461661	436495	421164	410055	401468	394530	388761	383910	379772	376135	372959	370188	367776	365697	363869	
590119	461441	436552	421220	410137	401675	394681	388879	383914	379694	376017	372848	370086	367689	365586	363722	
587818	461804	436916	421441	410120	401437	394481	388654	383749	379493	375863	372715	369953	367542	365447	363580	
588597	461408	436602	421348	410399	401874	394911	389110	384102	379811	376169	372981	370233	367881	365758	363901	
592590	462686	437598	422108	410952	402212	395350	389443	384514	380387	376728	373557	370774	368378	366260	364399	
590914	462752	437660	422078	410935	402381	395484	389648	384663	380504	376817	373575	370791	368353	366253	364439	
589269	461646	436989	421552	410385	401716	394780	389005	384153	379932	376251	373052	370302	367935	365822	363938	
589147	461152	436299	420914	409859	401214	394274	388486	383618	379463	375780	372630	369880	367487	365409	363557	
589019	461033	436184	420927	409957	401361	394414	388683	383741	379548	375911	372726	369961	367626	365487	363608	
590099	462507	437462	421760	410541	401847	394839	389028	384085	379912	376188	373017	370284	367880	365782	363898	
590315	461375	436504	421190	409954	401547	394655	388869	383936	379741	376077	372934	370245	367858	365733	363883	
589897	461637	436773	421218	410134	401470	394467	388659	383753	379552	375926	372759	370010	367635	365567	363686	
589885	462057	437126	421768	410626	402044	395232	389426	384550	380216	376482	373325	370586	368175	366046	364230	
591531	461861	437106	421788	410678	402109	395147	389352	384395	380128	376444	373313	370587	368157	366071	364207	
